,user,produk,review,review_processed,polarity_score,polarity
678,Mega,"Mini Size Sapujagad Anak by Rahsa Nusantara""",kupikir rasanya jamu  tp ternyata manis  anak2 Alhamdulillah suka ðŸ’“,"pikir,jamu,tapi,nyata,manis,anak-anak,suka",2,positive
679,Andy,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",Rasanya enak. khasiatnya baru mau coba,"enak,khasiat,coba",2,positive
680,N***y,"Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek""",Sudah repurchase beberapa kali  anak saya cocok,"repurchase,anak,cocok",1,positive
681,Minati,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",setiap tenggorokan anak2 udh mulai ga enak  selalu lgsg pesan ini  dr di minum pertama udh kerasa bedanya  ga bikim tenggorokan kering  lgsg dahak2nya keluar. jadi udh ga...,"tenggorok,anak-anak,sudah,engengenggakkk,enak,langsung,pesan,dari,minum,sudah,beda,engengenggakkk,bikim,tenggorok,kering,langsung,dahak2nya,sudah,engengenggakkk",1,positive
682,Rakhmad,,Produk ramah lingkungan â™»ï¸,"produk,ramah,lingkung",1,positive
683,akhmad,,Mantap,mantap,1,positive
684,A***n,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",udah botol ke empat.. sejauh ini Alhamdulillah cocok. rasanya juga enak. anak saya ga masalah minum ini. packing nya eco friendly.,"botol,cocok,enak,anak,enggak,minum,packing,eco,friendly",2,positive
685,g***d,,Seller fast respond  good packaging &amp,"seller,fast,respond,good,packaging,amp",2,positive
686,Chattifa,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",ini ngebantu banget biar anak ga minum obat2 an ketika batpil. suka banget. selalu stock  salah satu dr indonesian proud menurut ku ya ðŸ˜Š. packaging baik banget  aman â€¦ e...,"membantu,biar,anak,enggak,minum,obat2,an,batpil,suka,stock,salah,dari,indonesian,proud,ku,packaging,aman,e",2,positive
687,D***a,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",Botol ketiga  alhamdulillah cocok utk anakku.,"botol,cocok,untuk,anak",1,positive
688,H***e,,paket sudah di terima dgn aman... mengkaget liat exp'a  pembelian dibulan February exp'a bulan Mei. mungkin memang seperti itu sistem'a atau gmn juga ga tau y...,"paket,terima,denenggakn,aman,kaget,lihat,exp,a,beli,februarya,exp,a,mei,sistem,a,baenggakimana,enggak,tau,ya",0,neutral
689,Nevadea,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",Selalu cocok ðŸ‘ðŸ»,cocok,1,positive
690,Kanya,,terbantu banget dengan adanya bumbu dasar ini  masak jadi cepet dan ga pake ribet,"bantu,bumbu,dasar,masak,cepat,enggak,pakai,ribet",2,positive
691,Kanya,,yg ini kesukaan aku sama opa  bisa dikasi santan ataupun diminum begitu aja  rasanya enak dan bikin badan jadi lbh hangat,"suka,opa,kasih,santan,minum,enak,bikin,badan,lebih,hangat",3,positive
692,Kanya,,yg ini kesukaan suami apalagi di cuaca dingin begini  enak banget diminum sore2 bikin badan jadi anget,"suka,suami,cuaca,dingin,enak,minum,sore2,bikin,badan,anget",2,positive
693,Rizkya,"Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek""",udah botol ke sekian kali  Alhamdulillah cocok buat batuk anak..,"botol,cocok,batuk,anak",1,positive
694,Muhamad,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",selalu puas,puas,1,positive
695,Andar,,Enak,enak,1,positive
696,Mukhamad,"Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek""",semoga cocok,"moga,cocok",1,positive
697,A***i,,Ampuh banget utk meredakan batuk,"ampuh,untuk,reda,batuk",0,neutral
698,Yuli,,order yg ke2... terima kasih dikasih bonus juga. puas dengan produknya khususnya jus bawang putih. rasanya enak dan unik.,"order,ke2,terima,kasih,kasih,bonus,puas,produk,khusus,jus,bawang,putih,enak,unik",6,positive
699,Rinaldi,"PAKET HEALTHY KIDS 200K By Rahsa Nusantara""",sudah pembelian ketiga..,beli,0,neutral
700,Muhamad,,selalu langganan dan puas sama kualitasnya.. dapet bonus pula.. Terima kasih â¤â¤â¤,"langgan,puas,kualitas,dapat,bonus,terima,kasih",5,positive
701,D***a,,Reorder kesekian kali  rasanya enak,"reorder,enak",1,positive
702,Eni,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",pembelian yg kedua  ampuh mengobati batuk pilek anak2 sy  rasanya segar dan hangat  anak2 sy suka,"beli,ampuh,obat,batuk,pilek,anak-anak,saya,segar,hangat,anak-anak,saya,suka",1,positive
703,p***o,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",mantap,mantap,1,positive
704,A***h,,pembelian 2 botol alhamdulillah dapet bonus Sapujagad. pengemasannya oke  pengiriman ke Jaksel relatif cepat. makasih banyak Rahsa Nusantara,"beli,botol,dapat,bonus,sapujagad,emas,kirim,jaksel,relatif,cepat,rahsa,nusantara",2,positive
705,B***o,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",Alhamdulillah dapet bonus,"dapat,bonus",1,positive
706,Baskoro,,Alhamdulillah dapet bonus,"dapat,bonus",1,positive
707,e***h,"Mini Size Sapujagad Anak by Rahsa Nusantara""",selalu langganan..,langgan,1,positive
708,T***k,,mantap,mantap,1,positive
709,N***a,,sy langganan beli ini sudah 4 kali  kecewa dengan kemasan skrg  ga ada tutup putih lagi. skrg hanya langsung alumunium  tetesan rahsa keluar saat di kocok. tolong diadaka...,"saya,langenggakn,beli,kecewa,kemas,sekarang,enggak,tutup,putih,sekarang,langsung,alumunium,tetes,rahsa,kocok,tolong,diadaka",-3,negative
710,Y***a,,pembelian ke 4 kali nya. ngebantu saya banget yg suka linglung dan pelupa. terimakasih bonus mini sapujagadnya,"beli,membantu,suka,linglung,lupa,terimakasih,bonus,mini,sapujagadnya",2,positive
711,a***a,"PAKET HEALTHY KIDS 200K By Rahsa Nusantara""",Kualitas baik  packing rapi aman untuk luar pulau meski tanpa plastik  bahan packing eco friendly.ðŸ‘ðŸ»,"kualitas,packing,rapi,aman,pulau,plastik,bahan,packing,eco,friendly",2,positive
712,Lussia,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",sdh diterima dgn baik. aman sampai tujuan,"sudah,terima,dengan,aman,tuju",2,positive
713,Lussia,,diterima dengan baik.  selamat sampai tujuan,"terima,selamat,tuju",1,positive
714,Maria,,honest review: semua klaim produk ini bener dan udh terbukti di aku  rambut  kuku  kulit  smua menjadi jauuuuh lebih sehat setelah mengkonsumsi Sukholoka.. ðŸ˜ðŸ˜ðŸ˜,"honest,review,klaim,produk,benar,sudah,bukti,rambut,kuku,kulit,semua,jauuuuh,sehat,konsumsi,sukholoka",1,positive
715,K***s,"Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek""",barang sangat menyehatkan,"barang,sehat",1,positive
716,K***s,"Sukhaloka by Rahsa Nusantara | Plant-Based Collagen Booster 60-Capsule""",barang sangat menyehatkan,"barang,sehat",1,positive
717,Sofiansyah,,Barang aman  rasa enak  lebih segar dan lebih cocok di tubuh Sy dibandingkan dg merek HER***OL,"barang,aman,enak,segar,cocok,tubuh,saya,banding,dengan,merek,her,ol",3,positive
718,Sofiansyah,"Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek""",Barang diterima dg aman  rasa nya enak  dan membantu mempercepat proses penyembuhan dari batuk dan pilek pada anak,"barang,terima,dengan,aman,enak,bantu,cepat,proses,sembuh,batuk,pilek,anak",5,positive
719,Maria,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",Seperti biasa  selalu fast response dan memang kami udah cock banget sama Regas  buat bapil anak-anak,"fast,response,cocok,regas,bapil,anak,anak",2,positive
720,H***i,"Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek""",pesanan ke 2. alhamdulillah cocok,"pesan,cocok",1,positive
721,H***i,,pesanan ke 2. alhamdulillah cocok,"pesan,cocok",1,positive
722,Maria,,rasanya mantap  nggak perlu repot memeras lemon,"mantap,enggak,repot,peras,lemon",1,positive
723,Martin,,Good product and fast response seller,"good,product,and,fast,response,seller",2,positive
724,Hendro,"Mini Size Sapujagad Anak by Rahsa Nusantara""",jamu yang enak banget ini.. anak2 bisa minum tanpa drama.. efek nya juga ok bgt di badan anak  jadi nyenyak tidur  gak gampang sakit.. TOP BANGET,"jamu,enak,anak-anak,minum,drama,efek,ok,banget,badan,anak,nyenyak,tidur,enggak,gampang,sakit,top",2,positive
725,Hendro,"Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek""",ngefek banget ini di anakku.. kalo udah mulai bersin2  diminumin ini langsung brenti bersin2nya.. TOP,"ngefek,anak,kalo,bersin2,diminumin,langsung,brenti,bersin2nya,top",0,neutral
726,A***a,"Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek""",sudah ke 3x nya beli disini. Wajib selalu dijadikan P3K di rumah disaat kondisi dan cuaca yang tidak menentu saat ini.,"kex,beli,wajib,p3k,rumah,kondisi,cuaca",0,neutral
727,T***e,,collagen booster fave,"collagen,booster,fave",0,neutral
728,Futsia,,barang sesuai pesanan. packaging aman dengan kardus dan bubble wrap dari sisa karton. ini rasanya ringan ya. ga kental. tapi masih tetap berasa bawang putihnya. recommend...,"barang,sesuai,pesan,packaging,aman,kardus,bubble,wrap,sisa,karton,rinenggakn,enggak,kental,asa,bawang,putih,recommend",2,positive
729,Ciendy,,Alhamdulillah anak cocok dengan rasanya ðŸ¤—ðŸ¤—,"anak,cocok",1,positive
730,A***n,"Mini Size Jagad Series by Rahsa Nusantara - Starter Pack""",bagus banget pelayanannya,"bagus,layan",0,neutral
731,Yohana,,packaging super aman...,"packaging,super,aman",1,positive
732,F***o,"[Bebas Pilih Bundling] Sekarjagad by Rahsa Nusantara - Healthy Glow""",Barang cepat sampai  kirain tgl 25 bakalan molor  ternyata sehari sampe  suka sm kemasan baru nya  semoga ngga suka bocor rembes ke meja lg  krn susah ilang kuningnya,"barang,cepat,mengira,taenggakl,molor,nyata,sampai,suka,sama,kemas,moga,enggak,suka,bocor,rembes,meja,lagi,karena,susah,hilang,kuning",0,neutral
733,Rafika,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",Alhamdulillah batuk dan pilek anak2 berangsur sembuh walaupun gak instant spt obat kimia. Rasanya juga msh bs diterima sm anak2,"batuk,pilek,anak-anak,angsur,sembuh,enggak,instant,seperti,obat,kimia,masih,bisa,terima,sama,anak-anak",2,positive
734,Anastasia,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",sudah repurchase 2x. dan anak-anak cocok.,"repurchasex,anak,anak,cocok",1,positive
735,A***a,,Pertama kali nyobain  sempga cocok,"mencoba,sempga,cocok",1,positive
736,Y***a,,Anak saya suka rasanya,"anak,suka",1,positive
737,Y***a,"Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek""",Baru pertama kali coba  semoga cocok,"coba,moga,cocok",1,positive
738,Jessica,"PAKET HEALTHY KIDS 200K By Rahsa Nusantara""",Anak anak suka dan cocok dengan rasanya.,"anak,anak,suka,cocok",2,positive
739,Achmad,,bagus dan bermanfaat,"bagus,manfaat",1,positive
740,N***a,,tutup botol bagian dalamnya yg plastik putih  susah sekali dibuka sampe melukai 2 kuku saya  semoga bisa menggunakan tutup yg mudah dibuka,"tutup,botol,plastik,putih,susah,buka,sampai,luka,kuku,moga,tutup,mudah,buka",-2,negative
741,Hakeema,"[Bebas Pilih Bundling] Sapujagad anak REGAS by Rahsa Nusantara""",rasanya gak terlalu pedas  lebih enak kalo dingin,"enggak,pedas,enak,kalo,dingin",0,neutral
742,Asri,"Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional""",Enak tp sayang tutup nya susah banget dibukaaa,"enak,tapi,sayang,tutup,susah,dibukaaa",0,neutral
743,Lussia,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",diterima dlm kondisi aman. thanks seller,"terima,dalam,kondisi,aman,thanks,seller",3,positive
744,Futsia,,barang sesuai pesanan. bahannya alami. dari aroma dan harganya juga kelihatan bahwa ini real alami LOL. packaging aman. kardus dan pakai bubble wrap dari karton gitu. so...,"barang,sesuai,pesan,bahan,alami,aroma,harga,lihat,real,alami,lol,packaging,aman,kardus,pakai,bubble,wrap,karton,sok",2,positive
745,G***s,,Pengemasan aman  pengiriman cepat. Produk kali ini lebih encer dibanding sebelum2nya. Semoga nggak menurun fungsinya,"emas,aman,kirim,cepat,produk,encer,banding,sebelum-sebelumnya,moga,enggak,turun,fungsi",1,positive
746,A***a,,cocok bgt  anak saya suka,"cocok,banget,anak,suka",2,positive
747,A***a,,cocok banget pakai ini,"cocok,pakai",1,positive
748,Retty,"Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek""",selalu pake ini kl anak2 uda mulai bersin2.. alhamdulillah ga jadi flu nya.. ga berlanjut. kalaupun sudah flu at least ga lama. mantepp bgt ramuannya,"pakai,kalo,anak-anak,sudah,bersin2,engengenggakkk,flu,engengenggakkk,flu,at,least,engengenggakkk,mantap,banget,ramu",1,positive
749,D***h,"Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional""",Packaging bagus  kuat  aman. Rasanya enak.  Kunyit Asemnya bener2 asli dan ori. Seger  sehat.,"packaging,bagus,kuat,aman,enak,kunyit,asemnya,benar-benar,asli,orisinal,segar,sehat",4,positive
750,Carolyn,,semoga enak. produk baru dan menarik. packaging yang envronmental-friendly,"moga,enak,produk,tarik,packaging,envronmental,friendly",1,positive
751,D***a,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",Akhirnyaaaaa botolnya udh diganti lebih aman dari yg sebelumnya  jadi udah ngga tumpah2 lagi kalo nuang  mantaapp! Sendoknya memudahkan bgt  lucu juga bentuknya. Thanks s...,"akhirnyaaaaa,botol,siudah,ganti,aman,enggak,tumpah2,kalo,nuang,mantaapp,siendok,mudah,banget,lucu,bentuk,thanksi,si",3,positive
752,P***k,"Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional""",Kualitas rasanya berubah skrng lebih cair + kemasannya bagusan yg dulu,"kualitas,ubah,sekarang,cair,kemas,bagus",0,neutral
753,L***a,,Sudah langganan banget selalu nyetok ini di kulkas  dan support banget kalo badan abis lembur dan capek sangat menolong sebagai booster stamina. Kemarin pesen 10 botol ad...,"langgan,nyetok,kulkas,support,kalo,badaan,habis,lembur,capek,tolong,booster,stamina,kemarin,sen,botol,ada",0,neutral
754,Putri,,Enak,enak,1,positive
755,T***a,,lama proses kirimnya..khasiatnya ga tau sih ngefek/ga..ikut2 orang aja minum suplemen kolagen..,"proses,kirim,khasiat,engenggakk,tau,ngefek,engenggakk,ikut-ikut,orang,minum,suplemen,kolagen",1,positive
756,Dian,"Mini Size Sapujagad Anak by Rahsa Nusantara""",rasa oke  anak suka  admin reaponsif  packing ramah lingkungan dan aman  proses cepat.. sudah repeat order ke 2.. terimakasi,"anak,suka,admin,reaponsif,packing,ramah,lingkung,aman,proses,cepat,repeat,order,terimakasi",4,positive
757,Ainun,[PAKET HEMAT REGAS] by Rahsa Nusantara - Herbal Alami Flu Batuk Pilek,benar2 membuat dahak anak saya keluar  jd anak saya bs lega  batuk lumayan berkurang  jd anak saya bs lega  batuk lumayan berkurang,"benar-benar,dahak,anak,jadi,anak,bisa,lega,batuk,lumayan,jadi,anak,bisa,lega,batuk,lumayan",0,neutral
758,Victor,,Teksturnya pas ga terlalu kental  rasa balance.  rasa balance.,"tekstur,enggak,kental,balance,balance",1,positive
759,S***a,Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba,Udah sampe cepet banget 1 hr sampe begitu diminum enak banget  tenggorokan jd ga sakit lg.  tenggorokan jd ga sakit lg.,"sampai,cepat,hari,sampai,minum,enak,tenggorok,jadi,engenggakk,sakit,lagi,tenggorok,jadi,engenggakk,sakit,lagi",2,positive
760,untung,,Sudah sering order  ini order lagi. puas sih dari kemanan packing  waktu pengiriman  semua memuaskan . terimakasih  ini order lagi. puas sih dari kemanan packing  waktu pengiriman  semua memuaskan . terimakasih,"order,order,puas,keman,packing,kirim,muas,terimakasih,order,puas,keman,packing,kirim,muas,terimakasih",2,positive
761,Irma,,Memang berkhasiat mengurangi gejala sakit maag. Tapi sayang  voucher gak bisa dipakai  voucher gak bisa dipakai,"khasiat,gejala,sakit,maag,sayang,voucher,engenggak,pakai,voucher,engenggak,pakai",2,positive
762,V***i,,produknya pd saat dituang koq byk yg menetes diluar gelas  yg pasti produk ini sdh sy coba GAK Bikin tidur nyenyak....masih aja insomnia...jd rugi beli produk ini mahal k...   yg pasti produk ini sdh sy coba GAK Bikin tidur nyenyak....masih aja insomnia...jd rugi beli produk ini mahal k...,"produkee,pada,tuang,keeokee,banyakee,tetes,gelas,produkee,sudah,saya,coba,engenggakee,bikeein,tidur,nyenyakee,insomnia,jadi,rugi,beli,produkee,mahal,kee,produkee,sudah,saya,coba,engenggakee,bikeein,tidur,nyenyakee,insomnia,jadi,rugi,beli,produkee,mahal,kee",-2,negative
763,Debora,,produknya bocor  dari tutup botolnya ternyata tidak fit  semoga bisa diperbaiki untuk kedepannya. Jika bocor begini apakah masih bisa di konsumsi  atau produk sudah rusak...   dari tutup botolnya ternyata tidak fit  semoga bisa diperbaiki untuk kedepannya. Jika bocor begini apakah masih bisa di konsumsi  atau produk sudah rusak...,"produk,bocor,tutup,botol,nyata,fit,moga,bocor,konsumsi,produk,rusak,tutup,botol,nyata,fit,moga,bocor,konsumsi,produk,rusak",-5,negative
764,N***y,,aneh rasanya  spt masih mentah.  spt masih mentah.,"aneh,seperti,mentah,seperti,mentah",-1,negative
765,y***i,,waktu dateng bocor ðŸ˜”,"datang,bocor",-1,negative
766,A***s,,Sari Lemon &amp,"sari,lemon,amp",0,neutral
767,N***i,,Pertama kali beli  pas nyampe eh ada yang bocor. Berantakan udah tumpah minyaknya ke mana-mana. Ya udah mau gimana lagi  emang nasip buruk apa mau dikata. Padahal udah pe...   pas nyampe eh ada yang bocor. Berantakan udah tumpah minyaknya ke mana-mana. Ya udah mau gimana lagi  emang nasip buruk apa mau dikata. Padahal udah pe...,"beli,sampai,eh,bocor,beranta,tumpah,minyak,bagaimana,nasip,buruk,pe,sampai,eh,bocor,beranta,tumpah,minyak,bagaimana,nasip,buruk,pe",-4,negative
768,L***a,,saat sampai sudah rembes  minyaknya sudah kemana2  saat buka tutup botol  segel dalamnya sudah copot. entah karna SOP pengiriman yg buruk atau memang segel kurang kuat. p...   minyaknya sudah kemana2  saat buka tutup botol  segel dalamnya sudah copot. entah karna SOP pengiriman yg buruk atau memang segel kurang kuat. p...,"rembes,minyak,kemana2,buka,tutup,botol,segel,copot,karena,sop,kirim,buruk,segel,kuat,p,minyak,kemana2,buka,tutup,botol,segel,copot,karena,sop,kirim,buruk,segel,kuat,p",-5,negative
769,D***i,,rasanya enak  dapet bonus sari serai telang. tapi yang kurang sip di packagingnya  pas sampe padahal udh kebungkus bubble wrap tp kayak ada yg bocor. Seal yg di rasananya...   dapet bonus sari serai telang. tapi yang kurang sip di packagingnya  pas sampe padahal udh kebungkus bubble wrap tp kayak ada yg bocor. Seal yg di rasananya...,"enak,dapat,bonus,sari,serai,telang,sip,packagingnya,sampai,sudah,bungkus,bubble,wrap,tapi,kayak,bocor,seal,rasananya,dapat,bonus,sari,serai,telang,sip,packagingnya,sampai,sudah,bungkus,bubble,wrap,tapi,kayak,bocor,seal,rasananya",-1,negative
770,B***S,,Produk tidak diselotip  jadi saat pengiriman tumpah karena tidak rapat.   jadi saat pengiriman tumpah karena tidak rapat.,"produk,diselotip,kirim,tumpah,rapat,kirim,tumpah,rapat",-2,negative
771,NIMAS,,Maaf kalo kasi nya bintang 3  productnya oke banget   tapi udha 2 kalo dpet masalah di shipping  syukurnya productnya ga ampe basi  karena langsung masukin kulkas ketika...   productnya oke banget   tapi udha 2 kalo dpet masalah di shipping  syukurnya productnya ga ampe basi  karena langsung masukin kulkas ketika...,"maaf,kalo,kasih,bintang,productnya,udha,kalo,dpet,shipping,syukur,productnya,engenggakk,sampai,basi,langsung,memasuki,kulkas,productnya,udha,kalo,dpet,shipping,syukur,productnya,engenggakk,sampai,basi,langsung,memasuki,kulkas",-2,negative
772,M***i,,Rasanya dominan asam dan terasa seperti minum jamu. Anakku ga suka  akhirnya aku yg minum  akhirnya aku yg minum,"dominan,asam,asa,minum,jamu,anak,enggak,suka,minum,minum",2,positive
773,B***y,,kualitas produk oke  hanya botol kemasan bocor dr tutupnya pada saat pengiriman  hanya botol kemasan bocor dr tutupnya pada saat pengiriman,"kualitas,produk,botol,kemas,bocor,dari,tutup,kirim,botol,kemas,bocor,dari,tutup,kirim",-4,negative
774,Bgx,,Produk nya oke sebenernya  tapi packaging nya jelek  gampang tumpah kalo lagi nuang ke sendok.. Mulut botol nya diganti lah agar kalo nuang gk gampang tumpah2  tapi packaging nya jelek  gampang tumpah kalo lagi nuang ke sendok.. Mulut botol nya diganti lah agar kalo nuang gk gampang tumpah2,"produk,packaging,jelek,gampang,tumpah,kalo,nuang,sendok,mulut,botol,ganti,kalo,nuang,enggak,gampang,tumpah2,packaging,jelek,gampang,tumpah,kalo,nuang,sendok,mulut,botol,ganti,kalo,nuang,enggak,gampang,tumpah2",-4,negative
